"index","corpus","source_relpath","status","width","height","s_raw","scale_percent","page_items","root_items","top_layers","total_layers","nested_layers","empty_layers","duplicate_sibling_names","max_layer_depth","error"
"318","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et2_5.ai","OK","417.692925","502.890725","1.923910329","200","1930","932","11","11","0","0","0","0",""
"319","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et3,5_1.ai","OK","573.077314","474.952778","1.690123243","170","2590","1256","10","10","0","0","0","0",""
"320","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et3,5_5.ai","OK","417.692901","474.952768","1.979686585","200","1953","940","10","10","0","0","0","0",""
"321","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et3_4.ai","OK","425.913405","485.03248","1.940010736","200","1830","882","11","11","0","0","0","0",""
"322","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et4_1.ai","OK","573.077314","502.89074","1.642505268","170","2597","1259","11","11","0","0","0","0",""
"323","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et4_2.ai","OK","573.598453","526.54331","1.604460994","170","2565","1246","10","10","0","0","0","0",""
"324","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et4_3.ai","OK","383.960636","512.970473","1.986829794","200","1682","815","11","11","0","0","0","0",""
"325","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et4_4.ai","OK","454.134801","485.03248","1.878764719","200","1855","896","11","11","0","0","0","0",""
"326","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et4_5.ai","OK","417.692898","474.952756","1.979686617","200","1941","934","10","10","0","0","0","0",""
"327","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et5_4.ai","OK","425.913382","485.03248","1.940010789","200","1823","879","10","10","0","0","0","0",""
"328","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et6_4.ai","OK","425.913358","512.970473","1.886441685","200","1865","900","11","11","0","0","0","0",""
"329","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s14_et6_5.ai","OK","417.692918","502.890742","1.923910313","200","1918","922","11","11","0","0","0","0",""
"330","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1,2_10.ai","OK","307.141723","572.748031","1.868186257","200","2895","1414","15","15","0","0","0","0",""
"331","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1,3_5.ai","OK","482.764764","386.51182","2.041272698","200","1813","871","10","10","0","0","0","0",""
"332","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_1.ai","OK","516.055118","460.496079","1.808794321","170","3504","1710","14","14","0","0","0","0",""
"333","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_10.ai","OK","303.173237","572.748031","1.868186257","200","2865","1398","15","15","0","0","0","0",""
"334","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_2.ai","OK","577.778707","386.511797","1.851920099","200","3316","1616","14","14","0","0","0","0",""
"335","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_3.ai","OK","573.31496","739.425197","1.354273682","150","4485","2190","14","14","0","0","0","0",""
"336","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_4.ai","OK","482.764764","735.173229","1.455439287","150","3286","1593","10","10","0","0","0","0",""
"337","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_5.ai","OK","482.764764","386.511821","2.041272695","200","1809","870","10","10","0","0","0","0",""
"338","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_6.ai","OK","482.764764","392.181109","2.02646488","200","1813","877","10","10","0","0","0","0",""
"339","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_8.ai","OK","672.811047","505.566924","1.511869534","150","2877","1397","10","10","0","0","0","0",""
"340","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et1_9.ai","OK","550.921286","485.03248","1.705768192","170","2633","1277","10","10","0","0","0","0",""
"341","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2,3,4_11.ai","OK","303.173225","474.952756","2.25285565","200","1562","756","10","10","0","0","0","0",""
"342","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2,4_2.ai","OK","482.764764","386.511821","2.041272695","200","1736","838","10","10","0","0","0","0",""
"343","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2,4_6.ai","OK","482.764764","573.598419","1.675631222","170","2414","1170","10","10","0","0","0","0",""
"344","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_1.ai","OK","420.527559","641.629927","1.66762795","170","2566","1246","10","10","0","0","0","0",""
"345","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_10.ai","OK","550.921269","513.053244","1.658533356","170","2605","1265","11","11","0","0","0","0",""
"346","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_2.ai","OK","482.764764","386.795281","2.040524592","200","1744","841","10","10","0","0","0","0",""
"347","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_3.ai","OK","471.551182","735.173216","1.455439312","150","3207","1556","10","10","0","0","0","0",""
"348","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_4.ai","OK","512.970416","763.111222","1.402154718","150","3254","1578","11","11","0","0","0","0",""
"349","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_5.ai","OK","482.764764","386.511808","2.041272729","200","1753","846","10","10","0","0","0","0",""
"350","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_7.ai","OK","482.764764","351.930476","2.139212749","200","1388","671","10","10","0","0","0","0",""
"351","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_8.ai","OK","429.18988","369.50393","2.214195335","200","1533","746","11","11","0","0","0","0",""
"352","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et2_9.ai","OK","672.811018","533.587703","1.471637159","150","3005","1460","11","11","0","0","0","0",""
"353","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_1.ai","OK","420.527559","634.32588","1.68683012","170","2613","1269","10","10","0","0","0","0",""
"354","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_2.ai","OK","482.764764","386.511799","2.041272753","200","1745","843","10","10","0","0","0","0",""
"355","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_3.ai","OK","471.551182","735.173216","1.455439312","150","3197","1553","10","10","0","0","0","0",""
"356","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_4.ai","OK","482.764764","735.17323","1.455439285","150","3208","1553","10","10","0","0","0","0",""
"357","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_6.ai","OK","482.639764","573.348401","1.676213546","170","2381","1154","10","10","0","0","0","0",""
"358","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_7.ai","OK","482.764764","351.929139","2.139216813","200","1411","684","10","10","0","0","0","0",""
"359","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_8.ai","OK","398.984223","369.503951","2.29648067","200","1510","735","10","10","0","0","0","0",""
"360","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et3_9.ai","OK","672.810998","505.566923","1.51186959","150","2993","1453","10","10","0","0","0","0",""
"361","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_1.ai","OK","446.197835","633.125962","1.658980985","170","2596","1260","11","11","0","0","0","0",""
"362","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_10.ai","OK","550.921237","485.03248","1.705768267","170","2571","1248","10","10","0","0","0","0",""
"363","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_3.ai","OK","497.221457","763.111222","1.402154718","150","3270","1589","11","11","0","0","0","0",""
"364","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_4.ai","OK","482.764764","735.173229","1.455439287","150","3224","1560","10","10","0","0","0","0",""
"365","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_5.ai","OK","512.970416","386.511803","1.980262024","200","1817","878","11","11","0","0","0","0",""
"366","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_7.ai","OK","512.970416","351.929122","2.075278736","200","1411","684","11","11","0","0","0","0",""
"367","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_8.ai","OK","398.984252","369.503934","2.296480639","200","1508","734","10","10","0","0","0","0",""
"368","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s8_et4_9.ai","OK","702.733279","533.504938","1.440077009","150","3055","1484","11","11","0","0","0","0",""
"369","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et2,4_3.ai","OK","409.188978","485.03248","1.979259893","200","1759","856","10","10","0","0","0","0",""
"370","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et2,6_1.ai","OK","573.598441","474.95275","1.689355361","170","2557","1240","10","10","0","0","0","0",""
"371","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et2,6_2.ai","OK","573.598413","526.543308","1.604461053","170","2673","1295","10","10","0","0","0","0",""
"372","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et2_4.ai","OK","421.661412","422.795276","2.088349614","200","1807","880","10","10","0","0","0","0",""
"373","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et2_5.ai","OK","669.976399","913.347441","1.127203785","110","3337","1623","11","11","0","0","0","0",""
"374","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et3,5_1.ai","OK","573.598442","474.952756","1.689355349","170","2579","1251","10","10","0","0","0","0",""
"375","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et3,5_2.ai","OK","573.598444","526.543307","1.604461012","170","2673","1295","10","10","0","0","0","0",""
"376","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et3,5_3.ai","OK","409.188992","485.03248","1.979259859","200","1765","860","10","10","0","0","0","0",""
"377","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et3_4.ai","OK","421.661417","422.795276","2.088349602","200","1810","882","10","10","0","0","0","0",""
"378","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et3_5.ai","OK","669.976368","885.409449","1.144849452","110","3332","1616","10","10","0","0","0","0",""
"379","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et4_1.ai","OK","573.59843","502.890742","1.641758984","170","2582","1253","11","11","0","0","0","0",""
"380","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et4_2.ai","OK","573.598431","554.4813","1.563517583","150","2718","1317","11","11","0","0","0","0",""
"381","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et4_4.ai","OK","423.36221","450.733268","2.018525997","200","1899","925","11","11","0","0","0","0",""
"382","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et4_5.ai","OK","669.976395","899.480355","1.135859479","110","3344","1626","12","12","0","0","0","0",""
"383","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et5_4.ai","OK","1002.476231","528.811024","1.067356978","110","5320","2617","15","15","0","0","0","0",""
"384","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et5_5.ai","OK","1098.854211","540.433022","0.973741548","100","5709","2804","15","15","0","0","0","0",""
"385","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et6_3.ai","OK","408.938965","512.970473","1.925195192","200","1799","877","11","11","0","0","0","0",""
"386","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et6_4.ai","OK","669.976352","450.733268","1.597071295","150","2138","1049","13","13","0","0","0","0",""
"387","Корпус 2.3","Корпус 2.3/POZD_WEB_K2-3_s9_et6_5.ai","OK","686.984248","540.433065","1.447124356","150","2394","1173","12","12","0","0","0","0",""
